name,floor,shop_number,category,name_en,name_tc,name_sc,raw_floor,source_url,source_section,extraction_method
Topsy,L1,Shop 132-135,"Leisure, Entertainment & Sports",Topsy,Topsy,Topsy,"Shop 132, 133A-133C, 134&135, 1/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
HealthCare Pharmacy,L1,139,"Services, Education & Beauty",HealthCare Pharmacy,寶健大藥房,宝健大药房,"Shop 139, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Kidsmart,L1,142,Fashion & Shoes,Kidsmart,孩之堡,孩之堡,"Shop 142, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Beauty M,L1,143,"Services, Education & Beauty",Beauty M,Beauty M,Beauty M,"Shop 143, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Piano Place,L1,146,"Services, Education & Beauty",Piano Place,琴軒,琴軒,"Shop 146, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Ginza Money Exchange,L1,147C,"Services, Education & Beauty",Ginza Money Exchange,銀座人民幣找換店,银座人民币找换店,"Shop 147C, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
CREATION SALON LOREAL,L1,"147A, 147B","Services, Education & Beauty",CREATION SALON LOREAL,創,創,"Shop 147A, 147B, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Math Block Education Centre,L1,150,"Services, Education & Beauty",Math Block Education Centre,數博研習中心,数博研习中心,"Shop 150, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Popular Learning Centre,L1,151,"Services, Education & Beauty",Popular Learning Centre,大衆教室,大衆教室,"Shop 151, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
MathConcept Learning Center,L1,152,"Services, Education & Beauty",MathConcept Learning Center,數學思維,数学思维,"Shop 152, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Lollipop Education Centre,L1,153C,"Services, Education & Beauty",Lollipop Education Centre,Lollipop Education Centre,Lollipop Education Centre,"Shop 153C, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Kumon Tin Shui Wai Ginza Education Centre,L1,153A,"Services, Education & Beauty",Kumon Tin Shui Wai Ginza Education Centre,公文式天水圍銀座教育中心,公文式天水圍銀座教育中心,"Shop 153A, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Hani Lake Music and Dance Academcy,L1,153B,"Services, Education & Beauty",Hani Lake Music and Dance Academcy,樂澄音樂舞蹈學院,樂澄音樂舞蹈學院,"Shop 153B, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Sunteens,L1,154A,"Services, Education & Beauty",Sunteens,天藍教育中心,天蓝教育中心,"Shop 154A, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Parkland Music Institute,L1,154B,"Services, Education & Beauty",Parkland Music Institute,柏茵音樂院,柏茵音樂院,"Shop 154B, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Modern Bachelor Education Centre,L1,155,"Services, Education & Beauty",Modern Bachelor Education Centre,現代小學士教育中心,现代小学士教育中心,"Shop 155, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Logic Tutorial Centre,L1,156,"Services, Education & Beauty",Logic Tutorial Centre,勵致研習中心,励致研习中心,"Shop 156, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Leung's Institute,L1,157,"Services, Education & Beauty",Leung's Institute,良師學校,良师学校,"Shop 157, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Monkey Tree English Learning Center (Tin Shui Wai),L1,158,"Services, Education & Beauty",Monkey Tree English Learning Center (Tin Shui Wai),Monkey Tree English Learning Center (Tin Shui Wai),Monkey Tree English Learning Center (Tin Shui Wai),"Shop 158, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Jolly Kids English Learning Centre,L1,159-160,"Services, Education & Beauty",Jolly Kids English Learning Centre,樂兒天地英語學習中心,乐儿天地英语学习中心,"Shop 159-160, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Salon Reflection,L1,177-181,"Services, Education & Beauty",Salon Reflection,Salon Reflection,Salon Reflection,"Shop 177-181, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Panda Garden Language Learning Center,L1,184,"Services, Education & Beauty",Panda Garden Language Learning Center,熊貓園語言學習中心,熊猫园语言学习中心,"Shop 184, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Fotomax,L1,185,"Services, Education & Beauty",Fotomax,快圖美,快图美,"Shop 185, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Heartfelt Workshop,L1,186,"Services, Education & Beauty",Heartfelt Workshop,心研畫室,心研画室,"Shop 186, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Bright English Education Centre (Tin Shui Wai South),L1,187,"Services, Education & Beauty",Bright English Education Centre (Tin Shui Wai South),明師教育中心(天水圍南),明师教育中心(天水围南),"Shop 187, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Eye Level Education Centre,L1,188,"Services, Education & Beauty",Eye Level Education Centre,Eye Level Education Centre,Eye Level Education Centre,"Shop 188, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Elite Group Education Centre,L1,"189, 191","Services, Education & Beauty",Elite Group Education Centre,滙傑教室,汇杰教室,"Shop 189, 191, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Tutor Queen Interactive Education Centre,L1,190,"Services, Education & Beauty",Tutor Queen Interactive Education Centre,穎師互動教育中心,颖师互动教育中心,"Shop 190, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Ying Fung Asia (Oversea) Agency Co.,L1,192,"Services, Education & Beauty",Ying Fung Asia (Oversea) Agency Co.,盈豐亞洲(海外)僱傭服務中心,盈丰亚洲(海外)雇佣服务中心,"Shop 192, 1/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Citybase,L2,201C,Others,Citybase,Citybase,Citybase,"Shop 201, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Pricerite,L2,"202-206, 211A, 212",Homeware,Pricerite,實惠,实惠,"Shop 202-206, 211A, 212 , 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Jade @ Home,L2,207A,Homeware,Jade @ Home,翡翠家居,翡翠家居,"Shop 207,  2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
NPHK x 深總地區工作室,L2,208,"Services, Education & Beauty",NPHK x 深總地區工作室,NPHK x 深總地區工作室,NPHK x 深总地区工作室,"Shop 208, 212 , 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Sea Horse & Hecom,L2,209,Homeware,Sea Horse & Hecom,海馬 & 軒琴居,海马 & 轩琴居,"Shop 209, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
SimplyLife,L2,211,Homeware,SimplyLife,SimplyLife,SimplyLife,"Shop 211, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
嘉湖居民服務協會&嘉湖民生事務會&普門基金會,L2,213,Community Services,嘉湖居民服務協會&嘉湖民生事務會&普門基金會,嘉湖居民服務協會&嘉湖民生事務會&普門基金會,嘉湖居民服务协会&嘉湖民生事务会&普门基金会,"Shop 213, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
J-Tex,L2,214,Fashion & Shoes,J-Tex,J-Tex,J-Tex,"Shop 214, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
HK Pro Design,L2,215,Homeware,HK Pro Design,香港專業設計有限公司,香港专业设计有限公司,"Shop 215, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
USA Jumpin GYM,L2,"215A, 217, SR3","Leisure, Entertainment & Sports",USA Jumpin GYM,美國冒險樂園,美國冒险乐园,"Shop 215A, 217, SR3, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
　24/7 Fitness,L2,　219B,"Services, Education & Beauty",　24/7 Fitness,　24/7 Fitness,　24/7 Fitness,"　Shop 219B, 2/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
PARKnSHOP Superstore,L2,220,Supermarket,PARKnSHOP Superstore,百佳超級廣場,百佳超级广场,"Shop 220, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Fortress,L2,221-222,Electronic & IT,Fortress,豐澤電器,丰泽电器,"Shop 221-222, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Ingrid Millet Paris,L2,223,"Services, Education & Beauty",Ingrid Millet Paris,英格蜜兒,英格蜜儿,"Shop 223, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Family House,L2,225,Homeware,Family House,家品屋,家品屋,"Shop 225, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Fung Wing Education Centre,L2,226,"Services, Education & Beauty",Fung Wing Education Centre,風穎教育中心,风颖教育中心,"Shop 226, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Monarch Dental Clinic,L2,227,"Services, Education & Beauty",Monarch Dental Clinic,祐德牙醫診所,佑德牙医诊所,"Shop 227, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Vienna Music Centre,L2,228,"Services, Education & Beauty",Vienna Music Centre,維也納音樂中心,维也纳音乐中心,"Shop 228, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Family Medical Centre (Tin Shui Wai),L2,"229, 230","Services, Education & Beauty",Family Medical Centre (Tin Shui Wai),家庭醫務中心 (天水圍),家庭医务中心 (天水围),"Shop 229, 230, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
和順堂中醫診所 名醫●名藥,L2,231,"Services, Education & Beauty",和順堂中醫診所 名醫●名藥,和順堂中醫診所 名醫●名藥,和顺堂中医诊所 名医●名药,"Shop 231, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
MINUS PLUS,L2,232,"Services, Education & Beauty",MINUS PLUS,MINUS PLUS,MINUS PLUS,"Shop 232, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Beijing Tong Ren Tong,L2,233,"Services, Education & Beauty",Beijing Tong Ren Tong,北京同仁堂,北京同仁堂,"Shop 233, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Wai Yuen Tong,L2,234,"Services, Education & Beauty",Wai Yuen Tong,位元堂,位元堂,"Shop 234, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Chinese Medicine Clinic,L2,236,"Services, Education & Beauty",Chinese Medicine Clinic,至善堂中醫診所,至善堂中医诊所,"Shop 236, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
正心堂中醫診所,L2,237,"Services, Education & Beauty",正心堂中醫診所,正心堂中醫診所,正心堂中醫診所,"Shop 237, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Premier Food Limited,L2,238,Supermarket,Premier Food Limited,尚品花膠專門店,尚品花胶专门店,"Shop 238, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Amber Grand,L2,239 & 250,"Services, Education & Beauty",Amber Grand,琥珀美容,琥珀美容,"Shop 239&250, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Dr. William's Dental Clinic,L2,251,"Services, Education & Beauty",Dr. William's Dental Clinic,梁偉林牙科醫務所,梁伟林牙科医务所,"Shop 251, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Jung Kwan Jang,L2,260,"Services, Education & Beauty",Jung Kwan Jang,正官庄,正官庄,"Shop 260, 2/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Centaline Property,G,G56,Others,Centaline Property,中原地產,中原地产,"Shop G56, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Centaline Property (Next to Watson's),G,G68,Banking & Real Estate Services,Centaline Property (Next to Watson's),中原地產 (一期屈臣氏側),中原地產  (一期屈臣氏侧),"Shop G68, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Ample,G,G53B,Fashion & Shoes,Ample,Ample,Ample,"Shop G53B, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Colourmix,G,G32,"Services, Education & Beauty",Colourmix,Colourmix,Colourmix,"Shop  G30, G31 & G32A , G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Bestmart 360 ˚,G,G63,Tasty Snacks,Bestmart 360 ˚,優品360 ˚,優品360 ˚,"Shop G63, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Maxcare,G,G52,Electronic & IT,Maxcare,Maxcare,Maxcare,"Shop G52, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Maple,G,G32B,Fashion & Shoes,Maple,Maple,Maple,"Shop  G32B , G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
MM House,G,G16C,Fashion & Shoes,MM House,MM House,MM House,"Shop  G16C, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Centaline Property,G,G62,Banking & Real Estate Services,Centaline Property,中原地產,中原地产,"Shop G62, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Bank of Communication,G,G72,Banking & Real Estate Services,Bank of Communication,交通銀行,交通银行,"Shop G72, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Giordano,G,G06-G07,Fashion & Shoes,Giordano,Giordano,Giordano,"Shop G06-G07, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Free Mix,G,G54,Fashion & Shoes,Free Mix,Free Mix,Free Mix,"Shop G54, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Power City Game Centre,G,G71,"Leisure, Entertainment & Sports",Power City Game Centre,活力城遊戲機中心,活力城游戏机中心,"Shop G71, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Baleno,G,G03-G05,"Leisure, Entertainment & Sports",Baleno,Baleno,Baleno,"Shop G03-G05, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Sasa,G,G12,"Services, Education & Beauty",Sasa,莎莎,莎莎,"Shop G12, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Lai Fung Jewellery  & Gold,G,G21,"Gift, Toys & Jewelry",Lai Fung Jewellery  & Gold,麗豐珠寶金行,丽丰珠宝金行,"Shop G21, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Free jump,G,+WOO二期地下G35,"Leisure, Entertainment & Sports",Free jump,Free jump,Free jump,Shop35.G/F.+WOO Phase2,https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
JellyBee's,G,G17,Tasty Snacks,JellyBee's,JellyBee's,JellyBee's,"Shop G17, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
YAMA+,G,G41,Fashion & Shoes,YAMA+,YAMA+,YAMA+,"Shop G41, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
7-Eleven (Next to Watson's),G,G73B,Tasty Snacks,7-Eleven (Next to Watson's),7-11便利店(一期屈臣氏側),7-11便利店 (一期屈臣氏侧),"Shop G73B, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Bank of China(Hong Kong) (ATM),G,G64A,Banking & Real Estate Services,Bank of China(Hong Kong) (ATM),中國銀行(香港) (ATM),中国银行(香港) (ATM),"Shop G64A, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Broadway Theatre,L1,G87A,"Leisure, Entertainment & Sports",Broadway Theatre,百老匯戲院,百老匯戏院,"Shop G87A, 1/F, G/F, +WOO Phase 2",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
Manywells Property,G,G66C,Banking & Real Estate Services,Manywells Property,祥益地產,祥益地产,"Shop G66C, G/F, +WOO Phase 1",https://www.fortunemalls.com.hk/get/shopping?mall_id=7,api,ai_config_api_variation
